iter	Logloss
126	0.399190709
127	0.3989094247
128	0.3987897281
129	0.3985089466
130	0.3982259127
131	0.3978737026
132	0.3975360867
133	0.3973613283
134	0.3970011358
135	0.3967372724
136	0.3965113368
137	0.3963453406
138	0.3960779764
139	0.3958355002
140	0.3956103886
141	0.3954337512
142	0.3951624372
143	0.394913765
144	0.3946941161
145	0.3944435508
146	0.3943498428
147	0.3940369885
148	0.3939237828
149	0.3937507984
150	0.3935706422
151	0.3934255664
152	0.3932239432
153	0.3930286299
154	0.3927899113
155	0.3925719009
156	0.3923792581
157	0.3923138398
158	0.3921503266
159	0.3919513827
160	0.3916475155
161	0.3914231519
162	0.3913459149
163	0.3911942007
164	0.3909868273
165	0.3907813481
166	0.3906631888
167	0.3904597114
168	0.3902230358
169	0.3900062879
170	0.3898019928
171	0.3896793439
172	0.3894643509
173	0.3893483573
174	0.3891767444
175	0.3889337655
176	0.3888327795
177	0.3886927087
178	0.3884595484
179	0.3882812945
180	0.3880620845
181	0.3878952705
182	0.3876189585
183	0.3874839797
184	0.3873909361
185	0.3872357528
186	0.3870353976
187	0.3867919067
188	0.3867254395
189	0.3866263664
190	0.3865097477
191	0.3863687205
192	0.3861975034
193	0.386048071
194	0.3858472314
195	0.3857468143
196	0.3856772073
197	0.3855531894
198	0.3854378829
199	0.3853809822
200	0.3852540739
201	0.3851044431
202	0.3850406207
203	0.3847934934
204	0.3845671264
205	0.3843638896
206	0.384200204
207	0.3840394797
208	0.3838535521
209	0.3837465449
210	0.3836922208
211	0.3835625388
212	0.3834022325
213	0.383262437
214	0.3830701786
215	0.3830635783
216	0.3828863917
217	0.3827926655
218	0.3826254911
219	0.382454703
220	0.3823152148
221	0.3821695672
222	0.3821012669
223	0.3820385598
224	0.3818817788
225	0.381736716
226	0.3816053935
227	0.3814534657
228	0.381344686
229	0.3812288563
230	0.3810929351
231	0.3809509567
232	0.3808131111
233	0.3807067229
234	0.3806042626
235	0.3804635982
236	0.3803311853
237	0.3802525579
238	0.3801772397
239	0.3799780509
240	0.3798209696
241	0.3797345636
242	0.3796534748
243	0.3795406646
244	0.3794400505
245	0.3793016064
246	0.3791390218
247	0.3790024222
248	0.378866005
249	0.3787264359
250	0.3785061186
251	0.3783466686
252	0.3782065737
253	0.3780927561
254	0.377958155
255	0.3778151802
256	0.3777159591
257	0.3775662056
258	0.3774579754
259	0.3772562917
260	0.3770640876
261	0.3768941842
262	0.3767731611
263	0.3765954297
264	0.3765258624
265	0.376452386
266	0.3763104553
267	0.3761952828
268	0.3761196958
269	0.3759682024
270	0.3757382491
271	0.3756232167
272	0.3755420359
273	0.3753830254
274	0.3753030905
275	0.3751283755
276	0.3749985203
277	0.3749445584
278	0.3748027355
279	0.3746935169
280	0.3745104194
281	0.3744558091
282	0.3743903456
283	0.3743136348
284	0.3742327789
285	0.3741362423
286	0.3740079684
287	0.3738409399
288	0.3737189825
289	0.3735473472
290	0.3734359726
291	0.3733171283
292	0.3731416293
293	0.3730619982
294	0.3728923325
295	0.3727744604
296	0.3726097702
297	0.3724801212
298	0.3723963189
299	0.3722939337
300	0.372195019
301	0.3720654989
302	0.3719913962
303	0.3718963261
304	0.3718318484
305	0.3715849656
306	0.3714458304
307	0.3713010444
308	0.3711365557
309	0.3709719186
310	0.3708855917
311	0.3708140809
312	0.3706193802
313	0.370471251
314	0.3703731054
315	0.3703232334
316	0.3701784823
317	0.3699948004
318	0.3698868202
319	0.369760582
320	0.3696030794
321	0.3695217989
322	0.3693973395
323	0.3693240968
324	0.3691835442
325	0.369059291
326	0.3689648185
327	0.3688078501
328	0.368662555
329	0.3685673478
330	0.3684267475
331	0.3683225738
332	0.3681558063
333	0.3681270335
334	0.3679675226
335	0.3678352509
336	0.3676310452
337	0.3673999528
338	0.3672214331
339	0.3670472291
340	0.3669674884
341	0.3668570097
342	0.3667566251
343	0.3665396204
344	0.3663873825
345	0.3662712442
346	0.3661185277
347	0.3659753111
348	0.3658220709
349	0.3656421761
350	0.3655213787
351	0.3653806164
352	0.3652873026
353	0.3651536968
354	0.3648903105
355	0.3647755823
356	0.364706042
357	0.3645570293
358	0.3643891782
359	0.3642607392
360	0.3641543164
361	0.3640249546
362	0.3639119595
363	0.3637682384
364	0.3636234085
365	0.3634902371
366	0.3634139312
367	0.3632807645
368	0.3631212937
369	0.3630102407
370	0.3628907672
371	0.3628550204
372	0.36274357
373	0.3626063165
374	0.3625126054
375	0.3623916594
376	0.3623107037
377	0.3622335593
378	0.3621320292
379	0.3620317771
380	0.3619414736
381	0.3618238686
382	0.3616864875
383	0.3614695456
384	0.3613736653
385	0.3612583444
386	0.3611489589
387	0.3610518756
388	0.360899975
389	0.3607286245
390	0.3606320024
391	0.3605325183
392	0.3603928301
393	0.3602347582
394	0.3600670546
395	0.3599927663
396	0.3599059677
397	0.3597694389
398	0.3596602536
399	0.3595090972
400	0.3593047688
401	0.3592012957
402	0.3590945914
403	0.3589571872
404	0.3588481862
405	0.3587498048
406	0.358675583
407	0.3585658091
408	0.3584114105
409	0.3582252801
410	0.3580141315
411	0.3578405163
412	0.3576627986
413	0.3576008313
414	0.3574665413
415	0.3573431566
416	0.3571551672
417	0.3571060446
418	0.3569897452
419	0.3569216667
420	0.3568106742
421	0.3566999235
422	0.3565534612
423	0.3564476678
424	0.3563289139
425	0.3561694787
426	0.3560161403
427	0.3558949432
428	0.3557950395
429	0.3556729211
430	0.355521178
431	0.3553929678
432	0.3552630052
433	0.3551940379
434	0.355116671
435	0.355002771
436	0.3548811063
437	0.3547887436
438	0.3546269479
439	0.3544878649
440	0.354381413
441	0.3542904677
442	0.3542443767
443	0.354132049
444	0.3539982188
445	0.353825031
446	0.3537258175
447	0.3535556859
448	0.3533780603
449	0.3532489342
450	0.3531415866
451	0.3530022938
452	0.3528738966
453	0.3526771423
454	0.3525644555
455	0.3524478898
456	0.3523586904
457	0.3522473221
458	0.3521209537
459	0.3520432661
460	0.3519060236
461	0.3517543158
462	0.3516613324
463	0.351482985
464	0.3513617431
465	0.3512690087
466	0.3511359405
467	0.3509944004
468	0.3508611466
469	0.3507670177
470	0.3506530984
471	0.3505498548
472	0.3504480248
473	0.3503587945
474	0.350231913
475	0.3500966087
476	0.349972715
477	0.3498829905
478	0.3497341212
479	0.3495934737
480	0.3494939899
481	0.3493250219
482	0.3491672639
483	0.3490135021
484	0.3488927904
485	0.3487456783
486	0.3485954482
487	0.3485078666
488	0.3483433182
489	0.3482341034
490	0.348072934
491	0.3478981944
492	0.3477744692
493	0.3476276015
494	0.347459415
495	0.3473065251
496	0.347232393
497	0.3470937032
498	0.3469924868
499	0.3469086179
500	0.3467981472
501	0.3467209664
502	0.3465941755
503	0.3465253711
504	0.3463994192
505	0.3462765367
506	0.3461412483
507	0.3460201965
508	0.3458998627
509	0.3457217106
510	0.3456172908
511	0.345515202
512	0.3453572094
513	0.3452039416
514	0.3450687636
515	0.3449629986
516	0.3448238636
517	0.3447115236
518	0.3446191298
519	0.3445049283
520	0.3443735335
521	0.3442313257
522	0.3440919677
523	0.3439340822
524	0.3437621778
525	0.3436453519
526	0.3435402697
527	0.3434318085
528	0.3432739182
529	0.3431581195
530	0.3430074382
531	0.3429199978
532	0.3428020584
533	0.3426538953
534	0.3425331375
535	0.3424118637
536	0.3422916296
537	0.3421622849
538	0.3420540561
539	0.3419562738
540	0.3418783732
541	0.3417588949
542	0.3416397272
543	0.3415229456
544	0.3413951864
545	0.3411881262
546	0.3410587636
547	0.3409444442
548	0.3407979287
549	0.3406747991
550	0.3405314516
551	0.3404026522
552	0.3403431717
553	0.3402690167
554	0.3401257789
555	0.3400133018
556	0.3398210227
557	0.3397130231
558	0.339602135
559	0.3394942361
560	0.3393825167
561	0.3392739833
562	0.3391604475
563	0.3390769487
564	0.3389813727
565	0.3389089124
566	0.3387578195
567	0.3386486487
568	0.3385170001
569	0.3383830098
570	0.3382803468
571	0.3381538012
572	0.3380565156
573	0.3379578249
574	0.3378451622
575	0.3376897933
576	0.3375827878
577	0.3375209729
578	0.3374268958
579	0.3373133516
580	0.337254362
581	0.3371423856
582	0.3370634295
583	0.3369428366
584	0.3368434234
585	0.3367407398
586	0.3365762891
587	0.336463031
588	0.3363337814
589	0.3362109881
590	0.3360069642
591	0.3358993258
592	0.335813222
593	0.3357428798
594	0.3356244768
595	0.3355574133
596	0.3354828652
597	0.3354122796
598	0.3353419091
599	0.3352684086
600	0.3351296802
601	0.3350274979
602	0.3349285204
603	0.3348277157
604	0.3347257824
605	0.3346358894
606	0.3345092999
607	0.3344158823
608	0.3342941686
609	0.3341873607
610	0.3340974752
611	0.3339548335
612	0.333859895
613	0.3337443123
614	0.3336624034
615	0.3335085899
616	0.3334020382
617	0.3332876068
618	0.333167139
619	0.333050644
620	0.3330062851
621	0.3329151131
622	0.3328222545
623	0.3327169566
624	0.3326310719
625	0.3324872193
626	0.3323576978
627	0.3322738627
628	0.3321638621
629	0.3320671992
630	0.3319411312
631	0.33185627
632	0.3317472445
633	0.3316635551
634	0.331573484
635	0.3314644232
636	0.3313548383
637	0.3312496183
638	0.3311642429
639	0.3310636463
640	0.33092363
641	0.3308195736
642	0.3306278923
643	0.3305250585
644	0.3303975814
645	0.330295106
646	0.3302083625
647	0.3300377757
648	0.3299420881
649	0.3298434042
650	0.3297630181
651	0.3296698918
652	0.3295824206
653	0.3294878626
654	0.3294021881
655	0.3292827515
656	0.3291700837
657	0.3290609234
658	0.328925527
659	0.3288442971
660	0.3287467472
661	0.3286819454
662	0.328552981
663	0.3284799835
664	0.3283404252
665	0.3282377117
666	0.3281351664
667	0.3279931589
668	0.3278702095
669	0.3277675231
670	0.3276595206
671	0.3275315697
672	0.3274620697
673	0.3273545002
674	0.3272693596
675	0.3271427661
676	0.3270608347
677	0.3269611997
678	0.3268932882
679	0.326804358
680	0.3267241468
681	0.3266394249
682	0.3265659202
683	0.3264675038
684	0.3263614626
685	0.3262236212
686	0.3261376857
687	0.3260485427
688	0.3259080694
689	0.3258216062
690	0.3257383432
691	0.3256399007
692	0.3255681725
693	0.3254386622
694	0.3253062048
695	0.3252275238
696	0.325130853
697	0.3250544988
698	0.3249023013
699	0.3247618215
700	0.3246431709
701	0.3245472001
702	0.3244722104
703	0.3243913497
704	0.3242980596
705	0.3241784867
706	0.3240951593
707	0.3239792062
708	0.3239015393
709	0.3238167279
710	0.3237330091
711	0.3236613064
712	0.3236016866
713	0.3235009006
714	0.32341458
715	0.3232503935
716	0.3231718391
717	0.3230922286
718	0.3229983081
719	0.3229099712
720	0.3228060172
721	0.3227141895
722	0.3226439176
723	0.3225614055
724	0.3224569647
725	0.3223911485
726	0.3222323198
727	0.322116389
728	0.3220310234
729	0.3218791895
730	0.3218235865
731	0.3217148351
732	0.3216438265
733	0.3215531755
734	0.3213967458
735	0.3213293079
736	0.3212990001
737	0.3211823951
738	0.3211143351
739	0.3209688263
740	0.3208954069
741	0.3207790196
742	0.3206710944
743	0.3205936629
744	0.3205190248
745	0.3203955643
746	0.3203045669
747	0.3201840519
748	0.3201249914
749	0.3200428912
750	0.3199547393
751	0.3198158162
752	0.3196894527
753	0.3195842643
754	0.3194879749
755	0.3193767171
756	0.3192731924
757	0.3191699609
758	0.319052206
759	0.3190006349
760	0.3188362418
761	0.3187435936
762	0.3186111104
763	0.3185131113
764	0.3184164082
765	0.3183320129
766	0.3182472293
767	0.3181623578
768	0.3180844774
769	0.3179500912
770	0.3179237676
771	0.3177992194
772	0.3177248727
773	0.3176326963
774	0.317549946
775	0.3174793893
776	0.3174059624
777	0.3173197265
778	0.3172641872
779	0.3171710831
780	0.3171584686
781	0.3170322037
782	0.316874081
783	0.3168130375
784	0.3167462264
785	0.3166492719
786	0.3165199559
787	0.3164298191
788	0.3163129811
789	0.3161777311
790	0.3160427951
791	0.3159258132
792	0.3158466032
793	0.3158040222
794	0.315669945
795	0.3155807443
796	0.3154996641
797	0.315375419
798	0.3153148742
799	0.3152397155
800	0.3151478261
801	0.3150015473
802	0.3149394423
803	0.3148114939
804	0.3147033173
805	0.3145821377
806	0.3145260772
807	0.3144251133
808	0.3143225831
809	0.3142237475
810	0.3140468116
811	0.3139696146
812	0.3139117207
813	0.3138461425
814	0.3137420248
815	0.3135722786
816	0.3134900626
817	0.3133859448
818	0.3133272357
819	0.3132507662
820	0.3131115565
821	0.3129688893
822	0.3128322766
823	0.3127728579
824	0.312645319
825	0.3125645903
826	0.3124441168
827	0.3124318083
828	0.3123653369
829	0.3122215404
830	0.3121418651
831	0.312066825
832	0.3119595876
833	0.311904982
834	0.3117834902
835	0.3116966398
836	0.3116143837
837	0.3115342615
838	0.3114310899
839	0.3113860627
840	0.3113152754
841	0.3112266822
842	0.3111044587
843	0.3110244916
844	0.310898406
845	0.3108421786
846	0.3107696715
847	0.3106843678
848	0.3105864831
849	0.3105155074
850	0.3104139276
851	0.3102523517
852	0.3101855848
853	0.3101012781
854	0.3099904007
855	0.3098913052
856	0.3097809609
857	0.3097367514
858	0.3096764011
859	0.3095222312
860	0.3094556806
861	0.3093414463
862	0.3092671846
863	0.309196689
864	0.3091187139
865	0.3090264199
866	0.3089594428
867	0.3088946604
868	0.3088184266
869	0.3087544478
870	0.3086925574
871	0.3086202964
872	0.3085684108
873	0.3084995431
874	0.3084120136
875	0.3083167642
876	0.308228304
877	0.3081703349
878	0.3080986526
879	0.3080013293
880	0.3078902785
881	0.3077286174
882	0.3076477477
883	0.3075956537
884	0.307505819
885	0.3074499666
886	0.3073337086
887	0.3072509257
888	0.3071795061
889	0.3071058421
890	0.307042263
891	0.3069699778
892	0.3068977858
893	0.3068268611
894	0.3066886053
895	0.3065625735
896	0.3065476573
897	0.3064709649
898	0.3064148266
899	0.3063470451
900	0.3062830538
901	0.3061271145
902	0.3060154931
903	0.305956884
904	0.3058682424
905	0.3058059077
906	0.3057320232
907	0.3056761235
908	0.3055840587
909	0.3055286852
910	0.3054039283
911	0.3052987435
912	0.3052732538
913	0.3051946553
914	0.3050832851
915	0.3050203982
916	0.3049142734
917	0.304776858
918	0.3046996917
919	0.3046100405
920	0.304547376
921	0.3044873343
922	0.3044051976
923	0.3043031499
924	0.3041921168
925	0.304091599
926	0.3040156035
927	0.3039444166
928	0.3038650479
929	0.3037821793
930	0.3036911532
931	0.3036209284
932	0.3035079419
933	0.303375477
934	0.3032317951
935	0.3031210177
936	0.3029934097
937	0.3029380588
938	0.3028591879
939	0.3027950158
940	0.3027090109
941	0.3026540651
942	0.3025040751
943	0.3024339345
944	0.3023324549
945	0.3022033627
946	0.3021325895
947	0.3020821244
948	0.3020235282
949	0.3019031805
950	0.3018369306
951	0.3017139298
952	0.3016074053
953	0.3015491456
954	0.301482241
955	0.3013524558
956	0.3013033291
957	0.301215027
958	0.3011577
959	0.3010923064
960	0.3010245909
961	0.3009452103
962	0.3008377006
963	0.3007503649
964	0.3006764054
965	0.3006306853
966	0.3005442477
967	0.3004226344
968	0.3003099505
969	0.3002686703
970	0.3001810705
971	0.3001465955
972	0.3000824052
973	0.3000366887
974	0.2999643423
975	0.2998640249
976	0.299813796
977	0.2996598732
978	0.2995897256
979	0.2995270215
980	0.2994435472
981	0.2993902044
982	0.2992683469
983	0.2992048179
984	0.2991429488
985	0.2990557746
986	0.2989543036
987	0.2988800623
988	0.2988224945
989	0.2987699226
990	0.2986626074
991	0.2985954085
992	0.2985485501
993	0.2984954673
994	0.2984215779
995	0.2983499008
996	0.2982568551
997	0.2981499111
998	0.2980918206
999	0.2980094508
